discount,image,name,price
"(47% off),(49% off),(18 new offers),(33% off),(27 new offers),(40% off),(3 new offers),(51% off),(48% off),(4 new offers),(34% off),(60 new offers),(41% off),(40% off),(4 new offers),(43% off),(29% off),(48% off),(29% off),(45 new offers),(47% off),(1 new offer),(29% off),(39 new offers),(44% off),(18 new offers)","https://m.media-amazon.com/images/I/51sTXvsanQL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41TuyxwZ9mL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71dqi16IxhL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/510xASFjJgL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41lrtqXPiWL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41LlSc9YsnL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41zljqtpKgL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/615XFGo-VvL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/51qAUryQ5DL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/51LpzbY0PyL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/710itwHC0zL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41e6oqY5-ZL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/410ih0eEMfL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/51pCXb6xOQL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/410ih0eEMfL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41e6oqY5-ZL._AC_UY218_.jpg"," , , , , , , , , , , , , , , , ,
                                                    ac 1 ton
                                                ,
                                                        window ac
                                                    ,
                                                    ac 1.5 ton
                                                ,
                                                        ac stabilizer for 1.5 ton inverter ac
                                                    ,
                                                    cooler
                                                ,
                                                        ac lg
                                                    ","30,990,33,019,38,990,44,499,32,999,39,490,44,075,47,990,37,690,51,990,25,690,29,490,39,490,41,790,32,870,44,990"
